airline,overall,aircraft,traveller_type,cabin,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,sentiment,Departure,Arrival,year_flown,month_flown
Turkish Airlines,8.0,A330-300,Couple Leisure,Business Class,5.0,4.0,3.0,5.0,4.0,4.0,1,london heathrow,bangkok ,2017,June
Turkish Airlines,7.0,Boeing 737,Solo Leisure,Economy Class,3.0,4.0,3.0,4.0,4.0,3.0,1,dublin,istanbul,00:00:00,2017-05-01
Turkish Airlines,7.0,Boeing 737,Solo Leisure,Economy Class,3.0,4.0,3.0,4.0,4.0,3.0,1,dublin,istanbul,00:00:00,2017-05-01
Turkish Airlines,8.0,A330,Business,Business Class,3.0,5.0,4.0,3.0,3.0,5.0,1,istanbul,montreal,2017,June
Turkish Airlines,8.0,Boeing 777-300,Solo Leisure,Economy Class,4.0,5.0,4.0,4.0,5.0,5.0,1,ist,gru,2017,June
Turkish Airlines,8.0,Boeing 777-300,Solo Leisure,Business Class,5.0,5.0,5.0,5.0,1.0,5.0,1,istanbul,new york jfk,2017,June
Turkish Airlines,7.0,Boeing 777,Business,Business Class,4.0,5.0,3.0,3.0,5.0,4.0,1,toronto,istanbul,2017,June
Turkish Airlines,10.0,A321,Solo Leisure,Economy Class,5.0,5.0,5.0,4.0,5.0,5.0,1,istanbul,ankara,00:00:00,2017-05-01
Turkish Airlines,7.0,Boeing 737-900 / A330,Solo Leisure,Economy Class,2.0,4.0,5.0,5.0,5.0,5.0,1,new york jfk,madrid ,00:00:00,2017-05-01
Turkish Airlines,7.0,Boeing 777-300ER / A320,Solo Leisure,Economy Class,3.0,4.0,4.0,3.0,3.0,4.0,1,kuala lumpur,venice ,00:00:00,2017-05-01
Turkish Airlines,8.0,A320 / Boeing 777-300 ER,Solo Leisure,Economy Class,3.0,4.0,4.0,3.0,3.0,4.0,1,rome,jakarta ,00:00:00,2017-05-01
Turkish Airlines,8.0,A321 / A340 / A330,Couple Leisure,Business Class,4.0,4.0,5.0,3.0,4.0,5.0,1,amsterdam,amman ,00:00:00,2017-05-01
Turkish Airlines,8.0,A321 / Boeing 737,Solo Leisure,Economy Class,4.0,5.0,3.0,4.0,4.0,5.0,1,kuwait,edinburgh ,00:00:00,2017-05-01
Turkish Airlines,8.0,Boeing 777-300ER,Business,Business Class,5.0,3.0,3.0,5.0,4.0,5.0,1,istanbul,london heathrow,2017,April
Turkish Airlines,8.0,A330-200 / Boeing 737,Business,Business Class,4.0,5.0,5.0,5.0,3.0,5.0,1,sarajevo,panama city ,2017,April
Turkish Airlines,10.0,Boeing 777-300ER,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,4.0,5.0,1,istanbul,izmir,2017,April
Turkish Airlines,9.0,A321 / A330-300,Business,Economy Class,4.0,4.0,5.0,4.0,4.0,5.0,1,venice,singapore ,2017,April
Turkish Airlines,3.0,A330-300,Couple Leisure,Economy Class,2.0,4.0,1.0,5.0,3.0,2.0,1,tallin,singapore ,2017,April
Turkish Airlines,6.0,A321,Solo Leisure,Economy Class,1.0,3.0,5.0,2.0,1.0,3.0,-1,kiev,istanbul,2017,April
Turkish Airlines,10.0,Boeing 737-900ER,Couple Leisure,Economy Class,5.0,5.0,5.0,4.0,5.0,5.0,1,birmingham,istanbul,2017,April
Turkish Airlines,9.0,Boeing 737,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,edinburgh,istanbul,2017,March
Turkish Airlines,9.0,Boeing 777-300ER,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,london heathrow,taipei ,2017,March
Turkish Airlines,9.0,A321-200,Solo Leisure,Business Class,4.0,5.0,5.0,5.0,5.0,5.0,1,istanbul,hurghada,2017,April
Turkish Airlines,9.0,A330,Business,Business Class,5.0,4.0,4.0,4.0,5.0,5.0,1,istanbul,washington,2017,March
Turkish Airlines,6.0,A330,Business,Business Class,4.0,3.0,2.0,3.0,4.0,3.0,1,istanbul,montreal,2017,March
Turkish Airlines,9.0,A321,Couple Leisure,Economy Class,3.0,5.0,5.0,4.0,5.0,5.0,1,london heathrow,istanbul,2017,March
Turkish Airlines,10.0,A321,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,frankfurt,konya ,2017,March
Turkish Airlines,7.0,A330,Couple Leisure,Economy Class,2.0,4.0,4.0,4.0,3.0,3.0,1,bangkok,istanbul,2017,February
Turkish Airlines,2.0,A330,Couple Leisure,Economy Class,2.0,1.0,2.0,4.0,1.0,2.0,-1,istanbul,kuala lumpur,2017,February
Turkish Airlines,1.0,A321 / Boeing 737-900,Couple Leisure,Economy Class,1.0,4.0,4.0,3.0,1.0,2.0,-1,vko,ist,2017,February
Turkish Airlines,5.0,Boeing737-900 / A330-200,Solo Leisure,Economy Class,3.0,5.0,4.0,1.0,1.0,3.0,1,moscow,panamã¡ city ,2017,February
Turkish Airlines,10.0,A321,Business,Business Class,5.0,5.0,5.0,5.0,5.0,5.0,1,zurich,istanbul,2017,February
Turkish Airlines,9.0,Boeing 777,Family Leisure,Economy Class,3.0,5.0,5.0,5.0,4.0,5.0,1,atlanta,thessaloniki ,2017,February
Turkish Airlines,10.0,Boeing 777-300ER,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,athens,new york ,2017,January
Turkish Airlines,9.0,A330 / A321,Family Leisure,Economy Class,3.0,5.0,5.0,4.0,4.0,5.0,1,bogota,rome ,2017,January
Turkish Airlines,3.0,Boeing 777,Solo Leisure,Economy Class,2.0,2.0,3.0,2.0,1.0,2.0,-1,toronto,istanbul,2017,January
Turkish Airlines,9.0,Boeing 777-300ER (B77W),Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,3.0,5.0,1,ist,pek,2016,October
Turkish Airlines,8.0,A321 / A330,Solo Leisure,Business Class,4.0,5.0,5.0,4.0,3.0,5.0,1,man,bkk ,2017,January
Turkish Airlines,1.0,Boeing 777-300,Business,Business Class,3.0,5.0,5.0,5.0,1.0,2.0,-1,iah,dxb ,2017,January
Turkish Airlines,10.0,Boeing 737-900,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,5.0,1,vno,ist,2016,October
Turkish Airlines,9.0,A330-300,Couple Leisure,Economy Class,4.0,4.0,4.0,5.0,5.0,5.0,1,sin,ist,2016,December
Turkish Airlines,8.0,A321 / A330-300,Business,Business Class,5.0,4.0,5.0,5.0,4.0,4.0,1,vce,sin ,2017,January
Turkish Airlines,6.0,A330,Couple Leisure,Business Class,4.0,3.0,5.0,5.0,2.0,3.0,1,edi,cpt ,2016,December
Turkish Airlines,6.0,A320 & A330,Couple Leisure,Economy Class,1.0,4.0,5.0,4.0,4.0,5.0,-1,ath,cpt ,2016,December
Turkish Airlines,9.0,A321,Solo Leisure,Business Class,4.0,5.0,5.0,5.0,5.0,5.0,1,ist,doh,2016,December
Turkish Airlines,9.0,Boeing 777,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,4.0,5.0,1,hkg,txl ,2016,December
Turkish Airlines,8.0,Boeing 777-300,Solo Leisure,Economy Class,4.0,4.0,5.0,4.0,3.0,4.0,1,ist,ord,2016,December
Turkish Airlines,7.0,Boeing 777,Couple Leisure,Business Class,4.0,4.0,4.0,4.0,3.0,4.0,1,lax,jnb ,2016,December
Turkish Airlines,8.0,Boeing 737-800,Couple Leisure,Economy Class,4.0,4.0,4.0,2.0,5.0,4.0,-1,ams,saw,2016,December
Turkish Airlines,4.0,Boeing 777-300 / A321,Business,Business Class,3.0,3.0,3.0,5.0,1.0,2.0,1,mnl,muc ,2016,December
Turkish Airlines,8.0,Boeing 777,Couple Leisure,Economy Class,4.0,4.0,4.0,5.0,3.0,5.0,1,iah,cdg ,2016,November
Turkish Airlines,1.0,A321,Solo Leisure,Economy Class,2.0,2.0,3.0,2.0,1.0,1.0,-1,svx,bcn ,2016,September
Turkish Airlines,9.0,Boeing 777-300ER,Solo Leisure,Business Class,5.0,5.0,5.0,4.0,4.0,5.0,1,eze,ist,2016,December
Turkish Airlines,10.0,A319,Solo Leisure,Economy Class,4.0,5.0,5.0,2.0,5.0,5.0,-1,lej,ist,2016,November
Turkish Airlines,9.0,A321,Solo Leisure,Economy Class,5.0,5.0,5.0,4.0,4.0,4.0,1,ist,ams,2016,March
Turkish Airlines,10.0,A330,Solo Leisure,Economy Class,4.0,4.0,5.0,4.0,4.0,5.0,1,ist,ams,00:00:00,2016-05-01
Turkish Airlines,4.0,A330,Business,Business Class,4.0,1.0,1.0,2.0,5.0,2.0,-1,esb,ist,2016,November
Turkish Airlines,8.0,Boeing 737-300,Family Leisure,Economy Class,4.0,2.0,4.0,5.0,3.0,5.0,1,saw,ayt,2016,October
Turkish Airlines,1.0,A330,Business,Business Class,1.0,1.0,2.0,2.0,1.0,1.0,-1,amm,bog ,2016,November
Turkish Airlines,9.0,Boeing 777-300ER,Couple Leisure,Business Class,4.0,5.0,5.0,5.0,5.0,4.0,1,bkk,ist,2016,November
Turkish Airlines,5.0,A330,Couple Leisure,Business Class,5.0,4.0,3.0,5.0,1.0,3.0,1,ist,ktm,2016,October
Turkish Airlines,10.0,Boeing 777,Solo Leisure,Business Class,5.0,5.0,5.0,4.0,5.0,5.0,1,ord,ist,2016,August
Turkish Airlines,10.0,A321,Business,Business Class,3.0,5.0,5.0,3.0,5.0,5.0,1,ist,bjv,2016,November
Turkish Airlines,3.0,A330-200,Business,Economy Class,3.0,2.0,3.0,1.0,3.0,1.0,1,cmn,ist,2016,October
Turkish Airlines,2.0,Boeing 737-800,Business,Economy Class,1.0,2.0,1.0,3.0,2.0,2.0,1,ist,ala,2016,November
Turkish Airlines,8.0,A321 / A330-300,Couple Leisure,Economy Class,3.0,4.0,4.0,4.0,5.0,5.0,1,mxp,bkk ,2016,November
Turkish Airlines,7.0,A320-200,Solo Leisure,Economy Class,3.0,4.0,3.0,1.0,5.0,4.0,1,ist,dlm,2016,October
Turkish Airlines,4.0,A330-200,Solo Leisure,Economy Class,1.0,1.0,4.0,2.0,5.0,3.0,1,kul,lgw ,2016,October
Turkish Airlines,3.0,A330-200,Solo Leisure,Business Class,1.0,2.0,2.0,1.0,2.0,3.0,-1,zrh,bog ,2016,October
Turkish Airlines,4.0,A330-300,Solo Leisure,Economy Class,4.0,1.0,4.0,4.0,1.0,3.0,1,yul,ika ,2015,December
Turkish Airlines,10.0,A321,Business,Business Class,5.0,4.0,5.0,5.0,5.0,5.0,1,ist,lgw,2016,October
Turkish Airlines,5.0,Boeing 777-300ER / A330-300,Solo Leisure,Economy Class,3.0,2.0,4.0,2.0,3.0,3.0,-1,ia,kul ,2016,October
Turkish Airlines,9.0,Boeing 737,Couple Leisure,Economy Class,4.0,4.0,4.0,5.0,4.0,4.0,1,dub,ist,2016,March
Turkish Airlines,10.0,A330,Business,Business Class,5.0,5.0,5.0,5.0,3.0,5.0,1,vie,kul ,2016,October
Turkish Airlines,9.0,Boeing 737-900 / 777 / A330,Solo Leisure,First Class,4.0,5.0,4.0,4.0,3.0,5.0,1,haj,dxb ,2016,October
Turkish Airlines,9.0,A330-300 / A321,Business,Economy Class,4.0,5.0,5.0,5.0,4.0,5.0,1,bkk,vce ,2016,October
Turkish Airlines,8.0,Boeing 777,Solo Leisure,Business Class,5.0,4.0,5.0,4.0,3.0,4.0,1,ord,iev ,2016,September
Turkish Airlines,4.0,Boeing 737-800 / A330-300,Solo Leisure,Economy Class,3.0,3.0,3.0,3.0,2.0,5.0,1,bxh tocpt via dur/cpt,none,2016,September
Turkish Airlines,8.0,A330,Business,Business Class,4.0,5.0,5.0,3.0,1.0,4.0,1,jnb,yul ,2016,September
Turkish Airlines,8.0,A321 / A330-300,Business,Economy Class,4.0,4.0,5.0,4.0,4.0,4.0,1,vce,kul ,2016,September
Turkish Airlines,4.0,Boeing 737-800,Solo Leisure,Economy Class,2.0,3.0,3.0,2.0,1.0,2.0,-1,dxb,ams ,2016,September
Turkish Airlines,8.0,A330-300,Solo Leisure,Business Class,5.0,5.0,5.0,4.0,3.0,5.0,1,ist,sin,2016,September
Turkish Airlines,9.0,A330,Business,Business Class,3.0,5.0,5.0,5.0,4.0,5.0,1,yul,ist,2016,September
Turkish Airlines,9.0,"A330-300, A321",Business,Economy Class,4.0,4.0,4.0,5.0,4.0,4.0,1,sin,vce ,2016,September
Turkish Airlines,7.0,A330,Solo Leisure,Economy Class,2.0,4.0,5.0,3.0,4.0,5.0,1,ams,jnb ,2016,August
Turkish Airlines,3.0,Boeing 737-800,Solo Leisure,Economy Class,3.0,4.0,5.0,1.0,3.0,3.0,1,tbs,dus ,2016,August
Turkish Airlines,9.0,A330-200,Solo Leisure,Economy Class,4.0,5.0,5.0,2.0,4.0,5.0,1,bog,ams ,2016,June
Turkish Airlines,9.0,A321,Solo Leisure,Business Class,5.0,5.0,5.0,5.0,5.0,5.0,1,zrh,ist,2016,August
Turkish Airlines,6.0,Boeing 737,Business,Economy Class,2.0,2.0,4.0,1.0,2.0,3.0,1,saw,bru,2016,August
Turkish Airlines,1.0,Boeing 737-900ER / A330-300,Couple Leisure,Economy Class,2.0,1.0,1.0,3.0,1.0,2.0,-1,nim,lhr ,2016,August
Turkish Airlines,4.0,Boeing 777-300ER,Family Leisure,Economy Class,1.0,3.0,3.0,4.0,2.0,4.0,1,lax,gva ,2016,August
Turkish Airlines,1.0,"Boeing 737, 777",Solo Leisure,Economy Class,3.0,2.0,2.0,4.0,1.0,1.0,-1,osl,mnl ,2016,July
Turkish Airlines,10.0,A321,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,muc,ist,2016,March
Turkish Airlines,9.0,A320,Business,Business Class,5.0,4.0,5.0,5.0,5.0,5.0,1,ist,zrh,2016,August
Turkish Airlines,9.0,Boeing 777 A320,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,3.0,5.0,-1,nrt,agp ,2016,August
Turkish Airlines,5.0,Boeing 777,Solo Leisure,Economy Class,1.0,2.0,2.0,4.0,1.0,3.0,1,mia,ist,2016,July
Turkish Airlines,3.0,A330 / Boeing 777,Solo Leisure,Economy Class,1.0,2.0,2.0,4.0,1.0,3.0,1,bru,jfk ,2016,July
Turkish Airlines,10.0,A321,Solo Leisure,Business Class,5.0,5.0,5.0,5.0,5.0,5.0,1,nue,ist,2016,July
Turkish Airlines,10.0,A330 / A321,Solo Leisure,Business Class,5.0,5.0,5.0,5.0,5.0,5.0,1,bkk,man ,2016,July
Turkish Airlines,10.0,A330,Family Leisure,Business Class,5.0,5.0,5.0,5.0,5.0,5.0,1,ist,iad,2016,July
Turkish Airlines,10.0,"A330-300, A321-200",Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,5.0,1,jfk,bru ,2016,March
Turkish Airlines,7.0,A330-300,Solo Leisure,Economy Class,4.0,4.0,5.0,5.0,2.0,4.0,1,lhr,icn ,2016,July
Turkish Airlines,9.0,A330,Business,Economy Class,4.0,4.0,5.0,5.0,5.0,5.0,1,txl,kul ,2016,July
Turkish Airlines,7.0,Boeing 737,Solo Leisure,Economy Class,2.0,3.0,4.0,4.0,2.0,4.0,1,ist,bjv,2016,July
Turkish Airlines,10.0,Boeing 737,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,dus,ist,00:00:00,2016-05-01
Turkish Airlines,8.0,A330,Couple Leisure,Economy Class,3.0,5.0,5.0,5.0,3.0,5.0,1,str,mru ,2016,June
Turkish Airlines,3.0,Boeing 737,Business,Business Class,1.0,3.0,3.0,3.0,3.0,2.0,1,txl,abv ,2016,June
Turkish Airlines,8.0,A330-200,Business,Business Class,5.0,5.0,4.0,4.0,3.0,4.0,1,los,ath ,2016,June
Turkish Airlines,4.0,A320 / A340,Couple Leisure,Business Class,1.0,5.0,4.0,1.0,2.0,4.0,-1,fco,cpt ,2016,March
Turkish Airlines,8.0,A321 / A330,Business,Business Class,5.0,5.0,5.0,4.0,4.0,4.0,1,amm,led ,2016,June
Turkish Airlines,10.0,Boeing 737,Couple Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,5.0,1,bod,ath ,2016,June
Turkish Airlines,8.0,dreamliner,Couple Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,5.0,1,lhr,cpt ,2016,June
Turkish Airlines,10.0,A330-300,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,dus,cmb ,2016,June
Turkish Airlines,3.0,Boeing 777,Solo Leisure,Economy Class,2.0,1.0,4.0,1.0,2.0,3.0,-1,mia,mnl ,2016,June
Turkish Airlines,6.0,Boeing 737-800,Solo Leisure,Business Class,2.0,2.0,2.0,2.0,1.0,5.0,1,ist,man,2016,April
Turkish Airlines,9.0,Boeing 777,Family Leisure,Economy Class,4.0,5.0,5.0,5.0,4.0,5.0,1,kgl,mia ,00:00:00,2016-05-01
Turkish Airlines,10.0,"A321, A330",Solo Leisure,Business Class,5.0,5.0,5.0,4.0,5.0,5.0,1,man,bkk ,00:00:00,2016-05-01
Turkish Airlines,8.0,A321 / Boeing 777-300,Solo Leisure,Economy Class,4.0,4.0,4.0,4.0,4.0,5.0,1,cph,eze ,00:00:00,2016-05-01
Turkish Airlines,1.0,Boeing 737-800,Business,Business Class,3.0,3.0,4.0,1.0,1.0,1.0,-1,ist,adb,00:00:00,2016-05-01
Turkish Airlines,8.0,Boeing 737-900ER,Couple Leisure,Business Class,3.0,4.0,4.0,3.0,2.0,5.0,1,lgw,mba ,2016,April
Turkish Airlines,10.0,Boeing 777-300 ER,Solo Leisure,Business Class,5.0,5.0,5.0,5.0,4.0,5.0,1,mnl,ist,00:00:00,2016-05-01
Turkish Airlines,10.0,Boeing 777-300ER,Family Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,5.0,1,zrh,lax ,2016,February
Turkish Airlines,8.0,Boeing 777-300ER,Solo Leisure,Economy Class,4.0,4.0,3.0,5.0,3.0,5.0,1,sfo,vie ,2016,April
Turkish Airlines,7.0,A319 / A330-300,Family Leisure,Economy Class,3.0,4.0,5.0,3.0,3.0,5.0,1,scq,nrt ,2016,January
Turkish Airlines,10.0,Boeing 777,Couple Leisure,Business Class,5.0,5.0,5.0,5.0,4.0,5.0,1,sfo,ist,2016,April
Turkish Airlines,2.0,A330,Family Leisure,Economy Class,3.0,1.0,1.0,3.0,4.0,3.0,1,ist,lhr,00:00:00,2016-05-01
Turkish Airlines,9.0,Boeing 747,Solo Leisure,Economy Class,3.0,5.0,5.0,5.0,4.0,4.0,1,lgw,bah ,2016,April
Turkish Airlines,10.0,Boeing 737-800 / A319,Couple Leisure,Economy Class,4.0,5.0,5.0,4.0,3.0,5.0,1,mla,ist,2016,April
Turkish Airlines,5.0,A321,Business,Economy Class,4.0,4.0,1.0,3.0,1.0,2.0,-1,ist,cai,2016,April
Turkish Airlines,8.0,A330-300,Solo Leisure,Economy Class,4.0,5.0,4.0,5.0,3.0,4.0,1,jfk,cdg ,2016,April
Turkish Airlines,10.0,Boeing 777-300ER,Business,Business Class,5.0,5.0,5.0,5.0,5.0,5.0,1,ist,lhr,2016,April
Turkish Airlines,2.0,A330-300,Couple Leisure,Economy Class,1.0,1.0,4.0,1.0,1.0,1.0,-1,bud,kix ,2016,April
Turkish Airlines,3.0,A330,Solo Leisure,Business Class,3.0,5.0,5.0,2.0,1.0,3.0,1,bkk,jfk ,00:00:00,2015-05-01
Turkish Airlines,3.0,A330-300,Business,Business Class,1.0,2.0,3.0,2.0,2.0,2.0,1,cpt,ist ,2016,April
Turkish Airlines,5.0,A320 and A 340-200,Couple Leisure,Business Class,4.0,1.0,2.0,1.0,3.0,3.0,-1,fco,cpt ,2016,March
Turkish Airlines,10.0,A320 / A321,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,ayt,zrh ,2016,April
Turkish Airlines,10.0,A330-300,Couple Leisure,Economy Class,4.0,4.0,5.0,5.0,4.0,5.0,1,kul,bud ,2016,April
Turkish Airlines,8.0,A330-300,Business,Business Class,5.0,5.0,5.0,3.0,3.0,5.0,1,jfk,ist,2016,April
Turkish Airlines,9.0,"A340, Boeing 777",Solo Leisure,Economy Class,4.0,4.0,5.0,4.0,4.0,5.0,1,dus,icn ,2016,April
Turkish Airlines,9.0,A319 / Boeing 737,Solo Leisure,Economy Class,5.0,5.0,5.0,1.0,5.0,5.0,1,zrh,ayt ,2016,April
Turkish Airlines,7.0,A330-300,Business,Business Class,4.0,4.0,5.0,4.0,1.0,4.0,1,gyd,ist,2016,March
Turkish Airlines,5.0,Boeing 777-300ER,Business,Business Class,4.0,3.0,3.0,3.0,2.0,3.0,-1,ist,iad,2016,April
Turkish Airlines,7.0,A330,Couple Leisure,Economy Class,4.0,4.0,5.0,3.0,2.0,4.0,1,jfk,mru ,2016,March
Turkish Airlines,5.0,A330,Couple Leisure,Business Class,4.0,5.0,5.0,4.0,1.0,4.0,-1,bhx,bkk ,2016,February
Turkish Airlines,10.0,Boeing 777-300,Solo Leisure,Business Class,4.0,5.0,4.0,4.0,5.0,5.0,1,iah,khi,2016,February
Turkish Airlines,5.0,A321,Business,Economy Class,4.0,3.0,2.0,3.0,1.0,2.0,1,ist,cai,2016,March
Turkish Airlines,8.0,Boeing 737-900ER,Business,Economy Class,3.0,2.0,3.0,3.0,1.0,3.0,1,ist,ala,2016,March
Turkish Airlines,8.0,Boeing 737-900ER,Business,Economy Class,4.0,3.0,3.0,4.0,3.0,3.0,1,ala,ist,2016,March
Turkish Airlines,5.0,Boeing 737-800 / A320,Solo Leisure,Economy Class,4.0,2.0,2.0,5.0,2.0,4.0,1,edi,dlm ,2016,March
Turkish Airlines,9.0,Boeing 777-300,Couple Leisure,Economy Class,4.0,4.0,5.0,5.0,5.0,5.0,1,mia,ayt ,2016,March
Turkish Airlines,9.0,Boeing 777,Couple Leisure,Business Class,4.0,5.0,5.0,4.0,4.0,5.0,1,sfo,ist,2016,January
Turkish Airlines,8.0,A330,Family Leisure,Business Class,4.0,3.0,5.0,4.0,2.0,5.0,1,bkk,lgw ,2016,March
Turkish Airlines,6.0,A320,Business,Economy Class,3.0,3.0,4.0,4.0,3.0,3.0,1,tlv,dus ,2015,December
Turkish Airlines,8.0,A330,Couple Leisure,Business Class,4.0,5.0,5.0,4.0,4.0,4.0,1,man,bkk ,2016,March
Turkish Airlines,9.0,A330-200,Couple Leisure,Economy Class,4.0,4.0,5.0,5.0,5.0,5.0,1,lgw,jnb ,2016,March
Turkish Airlines,9.0,Boeing 777-300ER,Business,Economy Class,5.0,5.0,4.0,5.0,4.0,4.0,1,bom,bcn ,2016,February
Turkish Airlines,8.0,A330,Solo Leisure,Economy Class,4.0,5.0,5.0,3.0,4.0,3.0,1,kwi,ist,2016,February
Turkish Airlines,8.0,"Boeing 737-900, Boeing 777-300",Solo Leisure,Economy Class,4.0,4.0,5.0,4.0,3.0,4.0,1,dub,hkg ,00:00:00,2015-05-01
Turkish Airlines,2.0,Boeing 737-800,Business,Economy Class,3.0,3.0,3.0,4.0,1.0,2.0,-1,dmm,mrs ,2016,February
Turkish Airlines,9.0,A330,Solo Leisure,Economy Class,3.0,4.0,5.0,5.0,4.0,5.0,1,jfk,kbp ,2016,February
Turkish Airlines,7.0,A321,Solo Leisure,Business Class,4.0,4.0,2.0,2.0,3.0,3.0,1,bru,ist,2016,February
Turkish Airlines,9.0,Boeing 777-300 / 737-800,Solo Leisure,Economy Class,4.0,4.0,5.0,5.0,4.0,5.0,1,mia,skg ,2016,January
Turkish Airlines,1.0,Boeing 777-300,Family Leisure,Economy Class,2.0,1.0,3.0,2.0,1.0,1.0,-1,ist,gru,2016,February
Turkish Airlines,8.0,A330,Couple Leisure,Economy Class,4.0,5.0,4.0,5.0,4.0,5.0,1,sin,edi ,2016,January
Turkish Airlines,8.0,A330,Family Leisure,Economy Class,4.0,5.0,4.0,5.0,4.0,4.0,1,ist,kul,2016,January
Turkish Airlines,8.0,Boeing 737-800,Family Leisure,Economy Class,4.0,5.0,5.0,2.0,5.0,3.0,1,saw,fra,2015,December
Turkish Airlines,10.0,Boeing 777-300,Couple Leisure,Business Class,5.0,5.0,5.0,5.0,2.0,5.0,1,iah,ist,2016,January
Turkish Airlines,10.0,A330 / A321,Solo Leisure,Business Class,5.0,5.0,5.0,4.0,5.0,5.0,1,man,kul ,2016,January
Turkish Airlines,9.0,A330,Solo Leisure,Business Class,5.0,5.0,5.0,5.0,2.0,5.0,1,bkk,ist,2016,January
Turkish Airlines,3.0,Boeing 737-800,Family Leisure,Economy Class,2.0,1.0,3.0,2.0,1.0,2.0,-1,add,bru ,2016,January
Turkish Airlines,1.0,A320,Business,Economy Class,3.0,1.0,2.0,2.0,1.0,2.0,-1,esb,bos ,2016,January
Turkish Airlines,1.0,A320,Business,Economy Class,3.0,1.0,3.0,1.0,1.0,2.0,-1,ist,ams,2016,January
Turkish Airlines,2.0,Boeing 737-900 / A321-200,Solo Leisure,Economy Class,2.0,2.0,3.0,2.0,1.0,3.0,-1,jro,ham ,2015,December
Turkish Airlines,8.0,A321 / A330-200,Business,Economy Class,4.0,4.0,5.0,4.0,3.0,4.0,1,vce,cgk ,2016,January
Turkish Airlines,2.0,Boeing 737-800,Couple Leisure,Economy Class,2.0,1.0,1.0,4.0,3.0,2.0,1,agp,ist,2016,January
Turkish Airlines,6.0,Boeing 777-300,Couple Leisure,Economy Class,3.0,4.0,3.0,4.0,2.0,3.0,1,yyz,lhe ,2016,January
Turkish Airlines,9.0,A330,Solo Leisure,Business Class,5.0,4.0,5.0,5.0,3.0,5.0,1,ist,bkk,2016,January
Turkish Airlines,1.0,A330,Solo Leisure,Economy Class,2.0,2.0,1.0,2.0,1.0,1.0,-1,txl,jnb ,2016,January
Turkish Airlines,8.0,Boeing 777-300ER / A320,Couple Leisure,Economy Class,4.0,4.0,5.0,4.0,3.0,5.0,1,bru,icn ,2015,December
Turkish Airlines,2.0,A320 / A330,Solo Leisure,Business Class,2.0,1.0,4.0,2.0,1.0,2.0,-1,vie,jfk ,2016,January
Turkish Airlines,8.0,A330,Couple Leisure,Economy Class,4.0,5.0,4.0,4.0,5.0,5.0,1,edi,sin ,2016,January
Turkish Airlines,7.0,Boeing 777-300ER,Solo Leisure,Business Class,4.0,5.0,5.0,3.0,1.0,3.0,1,ika,lax ,2016,January
Turkish Airlines,7.0,A320 / A330 / Boeing 737-800,Business,Economy Class,3.0,4.0,5.0,3.0,1.0,4.0,-1,ber,ist,2016,January
Turkish Airlines,3.0,A321,Business,Economy Class,2.0,3.0,3.0,2.0,4.0,1.0,-1,ams,ist,2016,January
Turkish Airlines,1.0,Boeing 777,Couple Leisure,Economy Class,1.0,3.0,3.0,3.0,1.0,1.0,-1,iad,sof ,2016,January
Turkish Airlines,7.0,A330,Solo Leisure,Economy Class,4.0,4.0,5.0,5.0,2.0,3.0,-1,lhr,sin ,2016,January
Turkish Airlines,7.0,Boeing 777,Family Leisure,Economy Class,2.0,2.0,5.0,5.0,4.0,3.0,1,sgn,ist ,2015,July
Turkish Airlines,10.0,Boeing 777-300ER,Family Leisure,Business Class,5.0,5.0,5.0,5.0,5.0,5.0,1,iah,ist,2015,June
Turkish Airlines,5.0,A330,Family Leisure,Economy Class,4.0,2.0,3.0,2.0,1.0,3.0,-1,khi,bos ,2016,January
Turkish Airlines,3.0,Boeing 737,Couple Leisure,Business Class,1.0,1.0,1.0,1.0,3.0,3.0,1,ist,man,2016,January
Turkish Airlines,1.0,A330-200,Solo Leisure,Business Class,1.0,2.0,2.0,1.0,1.0,2.0,-1,dub,cgk ,2015,December
Turkish Airlines,1.0,A330,Couple Leisure,Economy Class,4.0,4.0,2.0,2.0,1.0,3.0,-1,alg,kul ,2016,January
