airline,overall,aircraft,traveller_type,cabin,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,sentiment,Departure,Arrival,year_flown,month_flown
Thai Airways,9.0,Boeing 777-300,Solo Leisure,Economy Class,5.0,5.0,5.0,3.0,5.0,5.0,1,bangkok,phuket,2015,July
Thai Airways,8.0,Boeing 787,Solo Leisure,Economy Class,5.0,4.0,5.0,5.0,4.0,5.0,1,bkk,kul,2015,June
Thai Airways,6.0,Boeing 777-300/737-400/747-400,Business,Economy Class,4.0,2.0,4.0,3.0,3.0,4.0,1,tokyo,vientiane ,2015,June
Thai Airways,2.0,A380,Solo Leisure,Economy Class,4.0,1.0,1.0,1.0,1.0,2.0,-1,london,bangkok,2015,June
Thai Airways,6.0,A380,Business,Business Class,3.0,2.0,3.0,4.0,1.0,4.0,1,fra,han ,2015,June
Thai Airways,10.0,Boeing 777-200,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,melbourne,bangkok,2015,June
Thai Airways,7.0,Boeing 747-400,Solo Leisure,Business Class,4.0,3.0,3.0,4.0,4.0,3.0,1,london,bangkok,2015,June
Thai Airways,1.0,Boeing 747-400 / Boeing 777,Couple Leisure,Business Class,1.0,2.0,2.0,1.0,1.0,1.0,-1,london,auckland ,2015,June
Thai Airways,9.0,B747,Family Leisure,First Class,4.0,4.0,5.0,5.0,5.0,5.0,1,london heathrow,bangkok,2015,June
Air India,9.0,Boeing 787-800,Solo Leisure,Business Class,4.0,5.0,5.0,4.0,2.0,5.0,1,delhi,melbourne,00:00:00,2019-05-01
Air India,3.0,Dreamliner,Solo Leisure,Economy Class,2.0,3.0,2.0,1.0,1.0,1.0,-1,delhi,paris,2019,April
Air India,2.0,B787-8,Solo Leisure,Economy Class,1.0,3.0,2.0,1.0,1.0,2.0,1,shanghai,new delhi,2019,January
Air India,5.0,Boeing 787,Business,Economy Class,4.0,1.0,4.0,1.0,5.0,3.0,1,bangkok,mumbai,2019,April
Air India,9.0,Boeing 787,Solo Leisure,Economy Class,4.0,5.0,4.0,3.0,5.0,5.0,1,melbourne,delhi,2019,April
Air India,10.0,Boeing 777-200LR,Solo Leisure,Economy Class,5.0,5.0,5.0,4.0,5.0,5.0,1,san francisco,delhi,2019,March
Air India,1.0,Boeing 777,Business,Economy Class,1.0,1.0,2.0,1.0,1.0,2.0,-1,delhi,washington,2019,February
Air India,10.0,Boeing 777-200LR,Solo Leisure,Economy Class,5.0,5.0,5.0,1.0,5.0,5.0,1,delhi,san francisco,2019,March
Air India,3.0,Boeing 787,Solo Leisure,Economy Class,3.0,3.0,2.0,2.0,1.0,1.0,-1,sydney,delhi,2019,March
Air India,9.0,Boeing 777-300ER,Family Leisure,Economy Class,3.0,5.0,5.0,2.0,5.0,5.0,1,new york jfk,delhi,2019,February
Air India,8.0,Boeing 777-300ER,Family Leisure,Economy Class,3.0,5.0,5.0,2.0,5.0,5.0,-1,new york,delhi,2019,February
Air India,4.0,Boeing 787,Business,Business Class,3.0,3.0,3.0,3.0,2.0,4.0,-1,delhi,paris,2019,January
Air India,3.0,Boeing 787,Business,Business Class,5.0,4.0,1.0,1.0,4.0,2.0,-1,copenhagen,delhi,2019,February
Air India,1.0,Boeing 777,Family Leisure,Economy Class,2.0,1.0,2.0,1.0,3.0,1.0,-1,hyderabad,washington ,2019,January
Air India,1.0,Boeing 777-200,Business,Business Class,1.0,1.0,2.0,1.0,2.0,2.0,-1,delhi,san francisco,2019,January
Air India,1.0,Boeing 787-8,Business,Economy Class,2.0,1.0,1.0,2.0,1.0,1.0,1,milan,kolkata ,2018,November
Air India,7.0,Boeing 787,Family Leisure,Economy Class,5.0,5.0,2.0,3.0,3.0,5.0,1,london,ahmedabad,2018,November
Air India,1.0,Boeing 777,Business,Business Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,delhi,chicago,2018,September
Air India,7.0,Boeing 787-8,Couple Leisure,Economy Class,3.0,5.0,4.0,4.0,3.0,4.0,1,frankfurt,delhi,2018,August
Air India,8.0,Boeing 787,Business,Business Class,4.0,5.0,4.0,3.0,5.0,5.0,1,delhi,bangkok,2018,September
Air India,1.0,AI 0112,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,london,colombo ,2018,July
Air India,7.0,Boeing 787,Solo Leisure,Economy Class,3.0,3.0,3.0,2.0,3.0,3.0,1,vienna,delhi,2018,July
Air India,8.0,Boeing 787-8,Solo Leisure,Economy Class,4.0,5.0,5.0,4.0,5.0,4.0,1,surat,frankfurt ,2018,June
Air India,1.0,Boeing 787,Couple Leisure,Business Class,3.0,3.0,3.0,2.0,1.0,3.0,1,frankfurt,goa ,2017,October
Air India,2.0,Boeing 777,Couple Leisure,Business Class,2.0,2.0,1.0,1.0,2.0,2.0,-1,washington,new delhi,2018,April
Air India,1.0,Boeing 787,Family Leisure,Economy Class,1.0,1.0,2.0,2.0,1.0,1.0,-1,delhi,sydney,2018,June
Air India,10.0,Boeing 787-8,Solo Leisure,Economy Class,4.0,5.0,5.0,4.0,5.0,3.0,1,surat,sydney ,2018,March
Air India,9.0,Boeing 787,Solo Leisure,Business Class,4.0,4.0,4.0,4.0,3.0,5.0,1,kochi,dubai,2018,April
Air India,5.0,Boeing 787,Solo Leisure,Economy Class,4.0,1.0,3.0,3.0,3.0,4.0,-1,hong kong,seoul,2018,April
Air India,7.0,Boeing 787-8,Solo Leisure,Economy Class,4.0,3.0,3.0,3.0,3.0,4.0,1,frankfurt,delhi,2018,March
Air India,3.0,Boeing 787,Business,Economy Class,3.0,1.0,1.0,2.0,3.0,3.0,-1,delhi,singapore,2018,March
Air India,8.0,Boeing 777-300ER,Solo Leisure,Economy Class,4.0,5.0,5.0,4.0,5.0,5.0,1,mumbai,new york ,2018,March
Air India,8.0,Boeing 777-300ER,Solo Leisure,Economy Class,4.0,5.0,5.0,4.0,5.0,5.0,1,new york,mumbai ,2018,March
Air India,9.0,Boeing 787-8,Solo Leisure,Economy Class,5.0,4.0,5.0,4.0,3.0,5.0,1,mumbai,delhi,2018,February
Air India,4.0,Boeing 777 300 ER,Couple Leisure,Economy Class,5.0,3.0,3.0,1.0,2.0,3.0,1,newark,mumbai,2018,February
Air India,9.0,Boeing 788,Family Leisure,Economy Class,5.0,4.0,4.0,4.0,3.0,5.0,1,london,delhi,2018,February
Air India,7.0,Boeing 787-8 / A319,Family Leisure,Economy Class,5.0,2.0,4.0,5.0,3.0,4.0,1,delhi,dhaka ,2018,January
Air India,5.0,Boeing 787,Couple Leisure,Economy Class,2.0,1.0,3.0,2.0,4.0,4.0,-1,delhi,london,2018,January
Air India,1.0,Boeing 787,Couple Leisure,Economy Class,2.0,1.0,1.0,2.0,1.0,1.0,-1,bangkok,birmingham ,2018,January
Air India,7.0,Boeing 787,Couple Leisure,Economy Class,4.0,1.0,1.0,1.0,3.0,3.0,-1,london,delhi,2018,January
Air India,1.0,Boeing 787,Business,Business Class,2.0,1.0,1.0,1.0,1.0,1.0,-1,mumbai,bangkok,2018,January
Air India,1.0,Boeing 700-300 ER,Solo Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,1,delhi,new york,2017,December
Air India,5.0,Boeing 787,Solo Leisure,Economy Class,3.0,1.0,2.0,3.0,2.0,4.0,-1,delhi,madrid,2017,December
Air India,8.0,Boeing 787,Business,Economy Class,4.0,4.0,4.0,3.0,5.0,4.0,1,london,mumbai,2017,September
Air India,9.0,Boeing 787,Solo Leisure,Business Class,4.0,5.0,4.0,3.0,5.0,5.0,1,mumbai,hong kong ,2017,December
Air India,7.0,Boeing 787-8,Business,Business Class,4.0,3.0,3.0,4.0,4.0,3.0,1,melbourne,delhi,2017,November
Air India,1.0,Boeing 777-300ER,Solo Leisure,Economy Class,1.0,1.0,2.0,1.0,1.0,2.0,-1,hyderabad,new york ,2017,August
Air India,6.0,Boeing 787,Solo Leisure,Economy Class,5.0,2.0,4.0,4.0,4.0,4.0,1,milan,delhi ,2017,October
Air India,8.0,Boeing 787,Solo Leisure,Economy Class,5.0,4.0,3.0,5.0,5.0,5.0,1,vienna,delhi,2017,October
Air India,10.0,Boeing 787,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,amritsar,delhi,2017,October
Air India,10.0,Boeing 787,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,london,delhi,2017,October
Air India,10.0,Boeing 787-8 Dreamliner,Solo Leisure,Economy Class,5.0,4.0,4.0,5.0,5.0,5.0,1,kochi,dubai,2017,July
Air India,1.0,Boeing 787,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,2.0,2.0,1,bangkok,birmingham ,2017,September
Air India,9.0,Boeing 787,Solo Leisure,Economy Class,5.0,5.0,4.0,1.0,5.0,5.0,1,london,chennai ,2017,August
Air India,9.0,A320,Solo Leisure,Economy Class,4.0,4.0,4.0,3.0,4.0,5.0,1,amritsar,delhi,2017,August
Air India,10.0,Boeing 787,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,-1,london,mumbai,2017,August
Air India,6.0,Boeing 787,Solo Leisure,Economy Class,5.0,3.0,3.0,3.0,5.0,4.0,1,delhi,bangkok,2017,August
Air India,10.0,Boeing 787,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,mumbai,london,2017,August
Air India,10.0,Boeing 787 Dreamliner,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,mumbai,london,2017,August
Air India,8.0,Boeing 787-8,Solo Leisure,Economy Class,5.0,3.0,5.0,4.0,5.0,5.0,1,kochi,london heathrow ,2017,August
Air India,2.0,Boeing 787,Family Leisure,Economy Class,4.0,1.0,1.0,2.0,3.0,2.0,-1,bangkok,madrid ,2017,July
Air India,3.0,Boeing 787-8,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,2.0,-1,delhi,london,2017,July
Air India,9.0,Boeing 787,Couple Leisure,Business Class,5.0,5.0,4.0,2.0,2.0,5.0,-1,london,newark,2017,July
Air India,8.0,Boeing 787,Solo Leisure,Economy Class,4.0,5.0,4.0,4.0,4.0,5.0,1,paris,delhi,2017,February
Air India,1.0,Boeing 787,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,-1,bangkok,delhi,2017,June
Air India,10.0,Boeing 788 Dreamliner,Family Leisure,Economy Class,5.0,4.0,5.0,4.0,3.0,5.0,1,new delhi,madrid,2017,June
Air India,10.0,A321,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,mumbai,delhi,00:00:00,2017-05-01
Air India,7.0,Boeing 787,Family Leisure,Economy Class,3.0,1.0,4.0,3.0,5.0,4.0,1,birmingham,bangalore ,2017,April
Air India,10.0,Boeing 787-8,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,london,mumbai,2017,April
Air India,10.0,Boeing 787-8,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,mumbai,london,2017,April
Air India,10.0,Boeing 787-9,Family Leisure,Economy Class,5.0,5.0,4.0,4.0,4.0,4.0,1,london heathrow,newark,2017,April
Air India,2.0,Boeing 777,Couple Leisure,Business Class,3.0,3.0,3.0,1.0,1.0,2.0,-1,delhi,chicago,2017,February
Air India,8.0,Boeing 787-8,Couple Leisure,Economy Class,4.0,5.0,5.0,4.0,3.0,5.0,1,mumbai,london heathrow,2017,March
Air India,1.0,Boeing 777,Solo Leisure,Economy Class,3.0,1.0,1.0,2.0,1.0,1.0,-1,kathmandu,heathrow ,2017,March
Air India,4.0,Dreamliner,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,3.0,3.0,-1,bhx,del,2017,January
Air India,7.0,Boeing 787,Solo Leisure,Economy Class,4.0,5.0,5.0,3.0,2.0,5.0,1,mxp,maa ,2016,August
Air India,7.0,Boeing 787,Solo Leisure,Economy Class,4.0,4.0,4.0,4.0,2.0,4.0,1,bom,fra ,2016,December
Air India,7.0,Boeing 787,Solo Leisure,Economy Class,5.0,3.0,3.0,2.0,4.0,4.0,1,del,lhr,2016,December
Air India,7.0,Boeing 777-300ER,Solo Leisure,Economy Class,5.0,4.0,2.0,2.0,4.0,4.0,1,lhr,del,2016,November
Air India,5.0,Boeing 787-8,Business,Economy Class,1.0,1.0,2.0,2.0,3.0,2.0,-1,bkk,bom,2016,November
Air India,2.0,Boeing 787 Dreamliner,Couple Leisure,Economy Class,3.0,2.0,2.0,1.0,3.0,4.0,-1,del,syd,2016,November
Air India,8.0,Boeing 747-400,Family Leisure,Economy Class,4.0,3.0,4.0,4.0,4.0,4.0,1,cdg,del,00:00:00,2016-05-01
Air India,2.0,Boeing 787,Business,Business Class,3.0,2.0,1.0,1.0,2.0,3.0,-1,lhr,del,2016,November
Air India,10.0,Boeing 787,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,lhr,amd,2016,October
Air India,10.0,A320,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,del,lko,2016,November
Air India,10.0,A319,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,4.0,5.0,1,bbi,vns,2016,April
Air India,10.0,A319,Family Leisure,Economy Class,5.0,5.0,5.0,4.0,2.0,5.0,1,vns,bbi,2016,April
Air India,2.0,Boeing 787,Business,Business Class,2.0,4.0,1.0,3.0,1.0,1.0,-1,pvg,blr ,2015,December
Air India,7.0,Boeing 787,Solo Leisure,Economy Class,2.0,3.0,3.0,3.0,4.0,4.0,1,lhr,bkk ,2016,September
Air India,3.0,Boeing 787,Business,Business Class,4.0,3.0,2.0,4.0,4.0,2.0,-1,bom,bkk,2016,September
Air India,8.0,Boeing 787-8,Solo Leisure,Economy Class,5.0,4.0,4.0,2.0,3.0,5.0,1,maa,sin,2016,August
Air India,6.0,A321,Solo Leisure,Economy Class,3.0,2.0,3.0,1.0,4.0,3.0,1,maa,del,2016,August
Air India,5.0,Boeing 787 Dreamliner,Family Leisure,Business Class,3.0,2.0,2.0,3.0,3.0,4.0,-1,lhr,del,2016,August
Air India,7.0,Boeing 787 Dreamliner,Business,Economy Class,5.0,4.0,4.0,3.0,4.0,4.0,1,lhr,del,2016,July
Air India,9.0,"A319, Boeing 787",Solo Leisure,Economy Class,5.0,5.0,5.0,3.0,5.0,5.0,1,goi,sin ,2016,July
Air India,2.0,Boeing 787 / A320,Couple Leisure,Business Class,3.0,2.0,1.0,2.0,3.0,1.0,-1,syd,auh ,2016,April
Air India,7.0,Boeing 787,Solo Leisure,Economy Class,4.0,3.0,2.0,4.0,4.0,4.0,-1,del,lhr,2016,March
Air India,8.0,Boeing 787,Business,Business Class,4.0,4.0,4.0,4.0,4.0,5.0,1,bkk,bom,2016,March
Air India,6.0,Boeing 787,Solo Leisure,Economy Class,4.0,5.0,2.0,4.0,3.0,3.0,1,del,lhr,2016,March
Air India,2.0,Boeing 787,Solo Leisure,Economy Class,4.0,1.0,4.0,3.0,2.0,3.0,-1,bom,lhr,2016,March
Air India,10.0,Boeing 787,Solo Leisure,Economy Class,4.0,5.0,4.0,3.0,5.0,5.0,1,bkk,bom,2016,March
Air India,6.0,Boeing 787,Solo Leisure,Economy Class,4.0,2.0,4.0,3.0,3.0,4.0,-1,bom,bkk,2016,February
Air India,8.0,Boeing 787,Solo Leisure,Economy Class,5.0,3.0,4.0,3.0,4.0,4.0,1,lhr,bom,2016,February
Air India,5.0,A320,Solo Leisure,Economy Class,4.0,3.0,4.0,1.0,1.0,3.0,1,bho,del,2016,March
Air India,2.0,Boeing 777-300ER,Business,Business Class,1.0,2.0,2.0,2.0,4.0,3.0,1,ewr,bom,2016,March
Air India,7.0,Boeing 787,Couple Leisure,Economy Class,3.0,3.0,3.0,3.0,3.0,3.0,1,bhx,atq ,2016,March
Air India,7.0,Boeing 787,Solo Leisure,Business Class,4.0,5.0,4.0,4.0,4.0,4.0,1,bhx,del,2016,February
Air India,6.0,A320 / 319 / 321,Solo Leisure,Economy Class,4.0,2.0,3.0,1.0,3.0,4.0,1,ixb,goi ,2016,February
Air India,6.0,Boeing 787,Family Leisure,Economy Class,3.0,3.0,3.0,3.0,4.0,3.0,1,lhr,ccu ,2016,January
Air India,2.0,Boeing 777-300 ER,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,2.0,-1,hyd,del,2016,February
Air India,1.0,Boeing 787,Couple Leisure,Economy Class,2.0,2.0,2.0,3.0,1.0,1.0,-1,cms,cdg ,2016,January
Air India,1.0,Boeing 737 / 787,Solo Leisure,Economy Class,4.0,2.0,1.0,1.0,2.0,1.0,-1,udr,lhr ,2015,December
Air India,1.0,Boeing 777,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,bom,jfk ,2016,January
Air India,8.0,Boeing 787,Solo Leisure,Economy Class,5.0,4.0,4.0,3.0,3.0,4.0,1,dxb,del,2015,August
Air India,7.0,Boeing 787,Solo Leisure,Economy Class,4.0,4.0,4.0,3.0,3.0,4.0,1,bkk,lhr ,2015,December
Air India,3.0,Boeing 777,Family Leisure,Economy Class,3.0,3.0,3.0,2.0,2.0,3.0,-1,bom,ewr,2015,December
Air India,8.0,Boeing 787,Couple Leisure,Economy Class,5.0,3.0,3.0,3.0,4.0,4.0,1,bom,sin,2015,December
Air India,8.0,Boeing 787,Couple Leisure,Economy Class,5.0,5.0,4.0,3.0,5.0,5.0,1,delhi,sydney,2015,December
Air India,6.0,Boeing 777-200 / A320,Solo Leisure,Economy Class,3.0,5.0,2.0,2.0,4.0,5.0,1,ruh,nag ,2015,November
Air India,9.0,Boeing 787,Solo Leisure,Economy Class,5.0,5.0,5.0,3.0,5.0,5.0,1,london,delhi,2015,November
Air India,5.0,Boeing 787,Solo Leisure,Economy Class,4.0,2.0,3.0,3.0,2.0,3.0,1,delhi,frankfurt,2015,September
Air India,1.0,A321,Solo Leisure,Business Class,3.0,2.0,2.0,1.0,1.0,1.0,1,del,blr,2015,November
Air India,7.0,Boeing 777,Couple Leisure,Business Class,3.0,4.0,2.0,2.0,3.0,5.0,1,jfk,new delhi,2015,November
Air India,8.0,Boeing 787,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,5.0,1,icn,hkg,2015,November
Air India,5.0,Boeing 787,Couple Leisure,Business Class,5.0,2.0,3.0,2.0,4.0,3.0,1,lhr,syd ,2015,November
Air India,7.0,Boeing 787,Solo Leisure,Economy Class,4.0,4.0,4.0,3.0,3.0,4.0,1,heathrow,delhi,2015,October
Air India,4.0,Boeing 777-300ER,Solo Leisure,Economy Class,2.0,4.0,2.0,1.0,4.0,2.0,-1,delhi,heathrow,2015,October
Air India,1.0,Boeing 787,Family Leisure,Economy Class,3.0,2.0,2.0,2.0,1.0,2.0,-1,bangkok,new delhi,2015,October
Air India,1.0,Boeing 777,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,2.0,2.0,-1,chicago,delhi,2015,October
Air India,9.0,Boeing 777-300,Business,Business Class,4.0,4.0,3.0,3.0,4.0,5.0,1,delhi,new york,2015,October
Air India,7.0,Boeing 787,Family Leisure,Economy Class,4.0,3.0,1.0,3.0,1.0,5.0,1,chennai,singapore,2015,October
Air India,5.0,Boeing 787-8,Family Leisure,Economy Class,3.0,3.0,2.0,3.0,3.0,2.0,1,singapore,delhi,2015,September
Air India,1.0,Boeing 787,Family Leisure,Economy Class,3.0,1.0,2.0,1.0,2.0,3.0,-1,mel,hyd ,2015,October
Air India,8.0,Boeing 787,Business,Business Class,5.0,4.0,5.0,3.0,3.0,4.0,1,bom,syd ,2015,September
Air India,4.0,Boeing 787,Family Leisure,Business Class,3.0,1.0,1.0,2.0,2.0,3.0,-1,delhi,hong kong,2015,September
Air India,3.0,Boeing 787,Couple Leisure,Economy Class,4.0,3.0,3.0,2.0,1.0,3.0,-1,bangkok,milan ,2015,September
Air India,2.0,Boeing 787,Couple Leisure,Economy Class,3.0,1.0,3.0,3.0,1.0,3.0,-1,frankfurt,sydney ,2015,September
Air India,1.0,Boeing 777,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,jfk,del,2015,August
Air India,5.0,Boeing 787,Family Leisure,Economy Class,4.0,2.0,4.0,2.0,4.0,4.0,-1,hkg,icn,2015,January
Air India,3.0,Boeing 777-300ER,Solo Leisure,Economy Class,4.0,1.0,1.0,1.0,1.0,4.0,-1,delhi,chicago,2015,September
Air India,2.0,Boeing 777-300ER,Family Leisure,Economy Class,1.0,1.0,2.0,1.0,1.0,2.0,1,newark,mumbai return,2015,August
Air India,6.0,Boeing 787-800,Solo Leisure,Economy Class,4.0,5.0,4.0,3.0,1.0,4.0,1,del,bom,2014,October
Air India,1.0,Boeing 777,Family Leisure,Economy Class,2.0,1.0,3.0,1.0,1.0,1.0,-1,mumbai,newark,2015,August
Air India,8.0,Boeing 787,Solo Leisure,Business Class,5.0,5.0,5.0,4.0,1.0,5.0,1,frankfurt,delhi,2015,July
Air India,8.0,Boeing 787,Family Leisure,Economy Class,4.0,4.0,5.0,4.0,3.0,4.0,1,chennai,paris ,2015,August
Air India,2.0,Dreamliner,Family Leisure,Economy Class,2.0,2.0,2.0,4.0,2.0,4.0,1,bkk,lhr ,2015,August
Air India,1.0,Boeing 777-300ER,Family Leisure,First Class,3.0,1.0,1.0,1.0,3.0,1.0,-1,newark,mumbai ,2015,August
Air India,8.0,Boeing 787,Family Leisure,Business Class,4.0,5.0,4.0,4.0,5.0,5.0,1,bhx,del,2015,August
Air India,6.0,Boeing 777-300ER,Solo Leisure,Economy Class,4.0,3.0,1.0,2.0,4.0,4.0,1,ord,del,2015,July
Air India,1.0,Boeing 787,Family Leisure,Economy Class,2.0,1.0,3.0,3.0,1.0,1.0,-1,bangkok,new delhi,2015,July
Air India,5.0,Boeing 787 Dreamliner and A321,Solo Leisure,Economy Class,3.0,2.0,2.0,3.0,1.0,3.0,1,milan,cochin ,2015,July
Air India,9.0,Dreamliner,Solo Leisure,Economy Class,5.0,5.0,4.0,3.0,5.0,5.0,1,sin,goi ,2015,August
Air India,9.0,Boeing 787-800,Solo Leisure,Economy Class,5.0,5.0,4.0,3.0,4.0,5.0,1,dubai,bangalore ,2015,July
Air India,7.0,Boeing 787,Solo Leisure,Business Class,5.0,5.0,5.0,3.0,3.0,4.0,1,shanghai,delhi,2015,July
Air India,8.0,Boeing 777-300,Couple Leisure,Economy Class,5.0,4.0,4.0,3.0,4.0,4.0,-1,delhi,london,2015,June
Air India,8.0,Boeing 777-300,Couple Leisure,Economy Class,5.0,4.0,4.0,3.0,4.0,4.0,1,london,delhi,2015,July
Air India,8.0,Boeing 787 Dreamliner,Couple Leisure,Economy Class,4.0,4.0,4.0,3.0,5.0,4.0,1,delhi,melbourne,2015,July
Air India,8.0,Boeing 787,Couple Leisure,Economy Class,4.0,4.0,5.0,3.0,4.0,5.0,1,melbourne,delhi,2015,June
Air India,6.0,Boeing 787,Solo Leisure,Economy Class,4.0,4.0,4.0,2.0,1.0,4.0,-1,bom,cdg ,2015,July
Air India,1.0,Boeing 787,Solo Leisure,Economy Class,2.0,2.0,1.0,2.0,1.0,2.0,-1,melbourne,milan ,00:00:00,2015-05-01
Air India,4.0,Boeing 787,Couple Leisure,Economy Class,4.0,3.0,2.0,2.0,5.0,3.0,-1,singapore,chennai,2015,July
Air India,1.0,Boeing 787,Family Leisure,Economy Class,1.0,2.0,1.0,1.0,2.0,2.0,-1,paris,delhi,2015,June
Air India,5.0,Boeing 777-300/ 777-200 LR,Business,Business Class,3.0,4.0,3.0,1.0,1.0,3.0,-1,london heathrow,amritsar ,00:00:00,2015-05-01
Air India,8.0,Boeing 787 / A321,Solo Leisure,Economy Class,5.0,4.0,3.0,4.0,3.0,4.0,-1,sin,goi ,2015,July
Air India,3.0,A319,Solo Leisure,Business Class,3.0,2.0,2.0,1.0,3.0,3.0,1,delhi,leh,2015,June
Air India,3.0,Boeing 787,Family Leisure,Economy Class,3.0,1.0,1.0,2.0,3.0,3.0,-1,delhi,london,2015,June
Air India,8.0,Boeing 777,Business,First Class,2.0,5.0,5.0,3.0,5.0,4.0,1,mumbai,newark,2015,June
Air Europa,5.0,Boeing 787,Couple Leisure,Economy Class,3.0,1.0,1.0,4.0,4.0,1.0,-1,lima,madrid,2019,April
Air Europa,5.0,Boeing 787,Couple Leisure,Economy Class,4.0,2.0,2.0,2.0,4.0,3.0,1,tel aviv,madrid,2019,March
Air Europa,2.0,332,Couple Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,-1,guayaquil,alicante ,2018,December
Air Europa,1.0,A330-200,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,madrid,miami,2019,January
Air Europa,10.0,A330,Solo Leisure,Business Class,5.0,5.0,5.0,3.0,4.0,5.0,1,madrid,amsterdam,2018,November
Air Europa,3.0,Boeing 737-800,Couple Leisure,Economy Class,1.0,2.0,2.0,3.0,2.0,3.0,-1,malaga,venice ,2018,November
Air Europa,5.0,A330-200,Family Leisure,Economy Class,1.0,4.0,3.0,2.0,2.0,3.0,-1,asuncion,madrid,2018,July
Air Europa,1.0,Boeing 787,Family Leisure,Business Class,1.0,2.0,1.0,1.0,1.0,1.0,-1,zurich,lima ,00:00:00,2018-05-01
Air Europa,9.0,Boeing 787,Solo Leisure,Economy Class,5.0,5.0,4.0,4.0,5.0,5.0,1,bogota,madrid,2017,September
Air Europa,1.0,A330-200,Couple Leisure,Business Class,1.0,1.0,1.0,1.0,2.0,1.0,1,cancun,malaga ,2018,February
Air Europa,1.0,Boeing 787-8,Solo Leisure,Economy Class,1.0,3.0,1.0,3.0,1.0,1.0,-1,miami,barcelona ,2018,February
Air Europa,1.0,A330,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,madrid,new york jfk,2018,January
Air Europa,9.0,Boeing 787-8,Family Leisure,Economy Class,4.0,4.0,5.0,2.0,5.0,5.0,1,miami,madrid,2017,October
Air Europa,1.0,A319 / A330,Family Leisure,Economy Class,1.0,5.0,4.0,1.0,1.0,3.0,-1,brussels,new york ,2017,July
Air Europa,7.0,A330-200,Couple Leisure,Business Class,4.0,4.0,2.0,3.0,4.0,5.0,1,barcelona,sã£o paulo ,2017,June
Air Europa,7.0,A330,Business,Business Class,3.0,5.0,4.0,2.0,5.0,5.0,1,madrid,guayaquil,00:00:00,2017-05-01
Air Europa,3.0,Boeing 737 / ATR72,Business,Economy Class,3.0,2.0,2.0,1.0,1.0,2.0,-1,paris orly,alicante ,00:00:00,2017-05-01
Air Europa,1.0,A330,Solo Leisure,Economy Class,1.0,1.0,3.0,1.0,1.0,1.0,1,madrid,cancun,2017,March
Air Europa,2.0,A330-200,Couple Leisure,Economy Class,3.0,3.0,1.0,1.0,1.0,2.0,-1,madrid,new york,2017,March
Air Europa,7.0,Boeing 737 / A330,Couple Leisure,Economy Class,3.0,4.0,3.0,3.0,3.0,4.0,1,lgw,hav ,2016,December
Air Europa,1.0,Boeing 787,Family Leisure,Business Class,3.0,3.0,3.0,3.0,1.0,1.0,-1,mxp,bog ,2016,December
Air Europa,2.0,A330,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,2.0,2.0,-1,bcn,jfk ,2016,November
Air Europa,9.0,A330,Business,Economy Class,4.0,5.0,3.0,3.0,4.0,4.0,1,mad,jfk,2016,October
Air Europa,5.0,Boeing 737-800,Family Leisure,Economy Class,3.0,3.0,1.0,2.0,2.0,4.0,1,fra,lpa ,2016,August
Air Europa,10.0,Boeing 787-8,Solo Leisure,Economy Class,5.0,5.0,4.0,5.0,4.0,5.0,1,bog,ams ,2016,August
